QOI,Method,Degree,Val. error, LOOERROR,Max Sobol Error,Mean Sobol Error,Ns,Timeselected,Timemax,Timeselected G,TimemaxG,Time T
ADP90,OLS CP,2,2.27E-03,2.16E-03,0,0,500,6.437466800001857,179.8712194999971,0.14181100000132574,2.259613800000807,226.38610689999769
ADP90,OLS CP,2,2.27E-03,2.16E-03,0,0,500,6.437466800001857,179.8712194999971,0.14181100000132574,2.259613800000807,226.38610689999769
ADP90,LARS,2,9.04E-01,9.34E-01,0,0,500,5.607745399996929,167.9626772000047,0.1336412000018754,1.806364999996731,201.6799847999937
ADP90,LARS,2,9.04E-01,9.34E-01,0,0,500,5.607745399996929,167.9626772000047,0.1336412000018754,1.806364999996731,201.6799847999937
ADP90,OLS SKT,2,2.27E-03,2.16E-03,0,0,500,5.389438000005612,173.02010149999842,0.14900589999888325,1.9387486999985413,209.59059629999683
ADP90,OLS SKT,2,2.27E-03,2.16E-03,0,0,500,5.389438000005612,173.02010149999842,0.14900589999888325,1.9387486999985413,209.59059629999683
ADP90,OMP1,2,1.46E+00,1.48E+00,0,0,500,3.9019216999950004,132.93722150000394,0.13205390000075568,1.68230069999845,159.37967339999886
ADP90,OMP1,2,1.46E+00,1.48E+00,0,0,500,3.9019216999950004,132.93722150000394,0.13205390000075568,1.68230069999845,159.37967339999886
Vrest,OLS CP,3,2.41E-06,2.61E-06,0,0,500,26.049741099996027,160.72629659999802,0.42222420000325656,1.870406300004106,194.37369310000213
Vrest,OLS CP,3,2.41E-06,2.61E-06,0,0,500,26.049741099996027,160.72629659999802,0.42222420000325656,1.870406300004106,194.37369310000213
Vrest,LARS,2,9.80E-03,1.01E-02,0,0,500,5.038947100001678,166.70358210000268,0.13289999999688007,1.7316760999965481,201.88958090000233
Vrest,LARS,2,9.80E-03,1.01E-02,0,0,500,5.038947100001678,166.70358210000268,0.13289999999688007,1.7316760999965481,201.88958090000233
Vrest,OLS SKT,3,2.41E-06,2.63E-06,0,0,500,25.973686700002872,169.29301919999853,0.42865529999835417,1.994528100003663,202.91351130000112
Vrest,OLS SKT,3,2.41E-06,2.63E-06,0,0,500,25.973686700002872,169.29301919999853,0.42865529999835417,1.994528100003663,202.91351130000112
Vrest,OMP1,2,9.83E-03,1.00E-02,0,0,500,5.571121200002381,163.5869948000036,0.1575518000026932,2.153443800001696,204.04910400000517
Vrest,OMP1,2,9.83E-03,1.00E-02,0,0,500,5.571121200002381,163.5869948000036,0.1575518000026932,2.153443800001696,204.04910400000517
dVmax,OLS CP,4,3.97E-04,3.21E-04,0,0,500,182.70718569999735,182.70718569999735,1.9531411999996635,1.9531411999996635,219.58678370000416
dVmax,OLS CP,4,3.97E-04,3.21E-04,0,0,500,182.70718569999735,182.70718569999735,1.9531411999996635,1.9531411999996635,219.58678370000416
dVmax,LARS,4,1.95E-04,1.94E-04,0,0,500,148.5021668000045,148.5021668000045,2.0136829000039143,2.0136829000039143,180.16099860000395
dVmax,LARS,4,1.95E-04,1.94E-04,0,0,500,148.5021668000045,148.5021668000045,2.0136829000039143,2.0136829000039143,180.16099860000395
dVmax,OLS SKT,2,3.29E-04,3.22E-04,0,0,500,5.300358200001938,271.8496396000046,0.13648560000001453,2.0414842999962275,308.34409619999496
dVmax,OLS SKT,2,3.29E-04,3.22E-04,0,0,500,5.300358200001938,271.8496396000046,0.13648560000001453,2.0414842999962275,308.34409619999496
dVmax,OMP1,2,1.64E+02,1.64E+02,0,0,500,5.9285215999989305,136.5870292000036,0.2001726000016788,2.406077900006494,175.1826327999952
dVmax,OMP1,2,1.64E+02,1.64E+02,0,0,500,5.9285215999989305,136.5870292000036,0.2001726000016788,2.406077900006494,175.1826327999952
ADP50,OLS CP,2,2.50E-03,2.40E-03,0,0,500,5.154320399997232,160.2749505000029,0.13835590000235243,1.8397852999987663,193.84149339999567
ADP50,OLS CP,2,2.50E-03,2.40E-03,0,0,500,5.154320399997232,160.2749505000029,0.13835590000235243,1.8397852999987663,193.84149339999567
ADP50,LARS,2,9.38E-01,9.57E-01,0,0,500,5.340615900000557,157.5730997999999,0.13867469999968307,1.7902984999964247,189.56263699999545
ADP50,LARS,2,9.38E-01,9.57E-01,0,0,500,5.340615900000557,157.5730997999999,0.13867469999968307,1.7902984999964247,189.56263699999545
ADP50,OLS SKT,2,2.50E-03,2.40E-03,0,0,500,5.760328800002753,178.4970211999971,0.14146320000145352,1.9126734999954351,214.40896770000109
ADP50,OLS SKT,2,2.50E-03,2.40E-03,0,0,500,5.760328800002753,178.4970211999971,0.14146320000145352,1.9126734999954351,214.40896770000109
ADP50,OMP1,2,1.54E+00,1.62E+00,0,0,500,4.296849199999997,147.7223939999967,0.13898250000056578,1.6733941999991657,176.4934976000004
ADP50,OMP1,2,1.54E+00,1.62E+00,0,0,500,4.296849199999997,147.7223939999967,0.13898250000056578,1.6733941999991657,176.4934976000004
