QOI,Method,Degree,Val. error, LOOERROR,Max Sobol Error,Mean Sobol Error,Ns,Timeselected,Timemax,Timeselected G,TimemaxG,Time T
Vrest,OLS CP,2,1.73E-05,3.09E-05,0,0,50,0.4378203000001122,19.99419540000008,0.06711259999974573,3.3981377999998585,30.73392079999985
Vrest,OLS CP,2,1.73E-05,3.09E-05,0,0,50,0.4378203000001122,19.99419540000008,0.06711259999974573,3.3981377999998585,30.73392079999985
ADP50,OLS CP,2,4.96E-03,3.92E-03,0,0,50,0.43951659999993353,19.934368300000187,0.06698439999991024,3.423935700000129,30.660155199999735
ADP50,OLS CP,2,4.96E-03,3.92E-03,0,0,50,0.43951659999993353,19.934368300000187,0.06698439999991024,3.423935700000129,30.660155199999735
ADP90,OLS CP,2,6.15E-03,3.62E-03,0,0,50,0.4351790999999139,20.015702600000168,0.06691900000032547,3.4031779000001734,30.68997100000024
ADP90,OLS CP,2,6.15E-03,3.62E-03,0,0,50,0.4351790999999139,20.015702600000168,0.06691900000032547,3.4031779000001734,30.68997100000024
dVmax,OLS CP,2,6.45E-04,1.08E-03,0,0,50,0.4367069999998421,19.950244499999826,0.06718319999981759,3.398851899999954,30.617194599999948
dVmax,OLS CP,2,6.45E-04,1.08E-03,0,0,50,0.4367069999998421,19.950244499999826,0.06718319999981759,3.398851899999954,30.617194599999948
Vrest,LARS,3,1.14E-02,1.21E-02,0,0,50,0.6978197000003092,5.742032699999982,0.16678730000012365,2.8317125000003216,12.298734299999978
Vrest,LARS,3,1.14E-02,1.21E-02,0,0,50,0.6978197000003092,5.742032699999982,0.16678730000012365,2.8317125000003216,12.298734299999978
ADP50,LARS,3,1.18E+00,1.11E+00,0,0,50,1.0648677999997744,8.515444500000285,0.1809229000000414,2.94372790000034,16.855328400000417
ADP50,LARS,3,1.18E+00,1.11E+00,0,0,50,1.0648677999997744,8.515444500000285,0.1809229000000414,2.94372790000034,16.855328400000417
ADP90,LARS,3,1.12E+00,1.05E+00,0,0,50,1.0711581000000479,8.569842599999902,0.18113180000000284,2.935044800000014,16.98944500000016
ADP90,LARS,3,1.12E+00,1.05E+00,0,0,50,1.0711581000000479,8.569842599999902,0.18113180000000284,2.935044800000014,16.98944500000016
dVmax,LARS,3,3.41E-04,3.36E-04,0,0,50,0.6930094999997891,5.691549000000123,0.167359800000213,2.8863488999995752,12.338895099999718
dVmax,LARS,3,3.41E-04,3.36E-04,0,0,50,0.6930094999997891,5.691549000000123,0.167359800000213,2.8863488999995752,12.338895099999718
Vrest,OLS SKT,2,1.73E-05,3.09E-05,0,0,50,0.4453966000000946,20.033044899999823,0.06718120000005001,3.430091199999879,30.829676400000153
Vrest,OLS SKT,2,1.73E-05,3.09E-05,0,0,50,0.4453966000000946,20.033044899999823,0.06718120000005001,3.430091199999879,30.829676400000153
ADP50,OLS SKT,2,4.96E-03,3.92E-03,0,0,50,0.44652869999981704,20.112059899999622,0.06676060000017969,3.3794087000001127,30.796766399999797
ADP50,OLS SKT,2,4.96E-03,3.92E-03,0,0,50,0.44652869999981704,20.112059899999622,0.06676060000017969,3.3794087000001127,30.796766399999797
ADP90,OLS SKT,2,6.15E-03,3.62E-03,0,0,50,0.4430250000000342,20.015902300000107,0.06655910000017684,3.397990700000264,30.73572890000014
ADP90,OLS SKT,2,6.15E-03,3.62E-03,0,0,50,0.4430250000000342,20.015902300000107,0.06655910000017684,3.397990700000264,30.73572890000014
dVmax,OLS SKT,2,6.45E-04,1.08E-03,0,0,50,0.44374569999990854,20.050997499999994,0.06647139999995488,3.395995899999889,30.751757800000178
dVmax,OLS SKT,2,6.45E-04,1.08E-03,0,0,50,0.44374569999990854,20.050997499999994,0.06647139999995488,3.395995899999889,30.751757800000178
Vrest,OMP1,2,9.50E-02,7.00E-01,0,0,50,0.2869640000003528,5.221088900000268,0.06309809999993377,2.904166599999826,11.21731729999965
Vrest,OMP1,2,9.50E-02,7.00E-01,0,0,50,0.2869640000003528,5.221088900000268,0.06309809999993377,2.904166599999826,11.21731729999965
ADP50,OMP1,2,1.19E+03,8.93E+02,0,0,50,0.2874040000001514,5.206601700000192,0.0634820000000218,2.8285111000000143,11.121560600000066
ADP50,OMP1,2,1.19E+03,8.93E+02,0,0,50,0.2874040000001514,5.206601700000192,0.0634820000000218,2.8285111000000143,11.121560600000066
ADP90,OMP1,2,9.07E+02,6.77E+02,0,0,50,0.28772750000007363,5.215685199999825,0.06365100000039092,2.832763899999918,11.14978310000015
ADP90,OMP1,2,9.07E+02,6.77E+02,0,0,50,0.28772750000007363,5.215685199999825,0.06365100000039092,2.832763899999918,11.14978310000015
dVmax,OMP1,2,1.64E+02,1.63E+02,0,0,50,0.2692092000002049,5.260509400000046,0.06226459999970757,2.841422699999839,11.139738599999873
dVmax,OMP1,2,1.64E+02,1.63E+02,0,0,50,0.2692092000002049,5.260509400000046,0.06226459999970757,2.841422699999839,11.139738599999873
