QOI,Method,Degree,Val. error, LOOERROR,Max Sobol Error,Mean Sobol Error,Ns,Timeselected,Timemax,Timeselected G,TimemaxG,Time T
ADP50,OLS CP,2,2.70E-03,2.49E-03,0,0,200,0.7138608999998723,32.47162329999992,0.0648794999999609,3.9340398999997888,47.74356290000014
ADP50,OLS CP,2,2.70E-03,2.49E-03,0,0,200,0.7138608999998723,32.47162329999992,0.0648794999999609,3.9340398999997888,47.74356290000014
ADP50,LARS,2,9.72E-01,1.03E+00,0,0,200,0.8136228000000756,14.473664399999961,0.06766730000003918,2.856433200000083,24.2376991000001
ADP50,LARS,2,9.72E-01,1.03E+00,0,0,200,0.8136228000000756,14.473664399999961,0.06766730000003918,2.856433200000083,24.2376991000001
ADP50,OLS SKT,2,2.70E-03,2.49E-03,0,0,200,0.729238099999975,32.90053030000013,0.0653592999999546,3.368977300000097,47.42219649999993
ADP50,OLS SKT,2,2.70E-03,2.49E-03,0,0,200,0.729238099999975,32.90053030000013,0.0653592999999546,3.368977300000097,47.42219649999993
ADP50,OMP1,2,6.02E+01,5.79E+01,0,0,200,0.4904105000000527,13.580166299999973,0.06033950000005461,2.8143572000001313,20.997233600000072
ADP50,OMP1,2,6.02E+01,5.79E+01,0,0,200,0.4904105000000527,13.580166299999973,0.06033950000005461,2.8143572000001313,20.997233600000072
dVmax,OLS CP,2,3.54E-04,4.08E-04,0,0,200,0.7196966999999859,32.72616689999995,0.12162410000019008,3.391734000000042,47.14103849999992
dVmax,OLS CP,2,3.54E-04,4.08E-04,0,0,200,0.7196966999999859,32.72616689999995,0.12162410000019008,3.391734000000042,47.14103849999992
dVmax,LARS,4,1.99E-04,2.39E-04,0,0,200,3.0360915999999634,14.541872699999885,0.6363717000001543,3.006751799999847,23.244548699999996
dVmax,LARS,4,1.99E-04,2.39E-04,0,0,200,3.0360915999999634,14.541872699999885,0.6363717000001543,3.006751799999847,23.244548699999996
dVmax,OLS SKT,2,3.54E-04,4.08E-04,0,0,200,0.7339913000000706,32.21388200000001,0.12146950000010293,3.4041157999999996,47.093615
dVmax,OLS SKT,2,3.54E-04,4.08E-04,0,0,200,0.7339913000000706,32.21388200000001,0.12146950000010293,3.4041157999999996,47.093615
dVmax,OMP1,2,1.59E+02,1.60E+02,0,0,200,0.43537609999998494,14.302310799999987,0.06242870000005496,3.662702999999965,22.625501900000017
dVmax,OMP1,2,1.59E+02,1.60E+02,0,0,200,0.43537609999998494,14.302310799999987,0.06242870000005496,3.662702999999965,22.625501900000017
Vrest,OLS CP,3,3.74E-06,4.24E-06,0,0,200,1.801725000000033,32.192905599999904,0.18203840000001037,3.4736579000000347,46.50957790000007
Vrest,OLS CP,3,3.74E-06,4.24E-06,0,0,200,1.801725000000033,32.192905599999904,0.18203840000001037,3.4736579000000347,46.50957790000007
Vrest,LARS,4,1.06E-02,1.05E-02,0,0,200,3.421997399999782,13.832010000000082,0.6404813999999988,3.9818927999999687,24.06650109999987
Vrest,LARS,4,1.06E-02,1.05E-02,0,0,200,3.421997399999782,13.832010000000082,0.6404813999999988,3.9818927999999687,24.06650109999987
Vrest,OLS SKT,3,3.72E-06,4.22E-06,0,0,200,1.8495668000000478,35.96604120000006,0.18188680000002933,3.4051088999999592,50.76845359999993
Vrest,OLS SKT,3,3.72E-06,4.22E-06,0,0,200,1.8495668000000478,35.96604120000006,0.18188680000002933,3.4051088999999592,50.76845359999993
Vrest,OMP1,2,1.98E-02,1.31E-01,0,0,200,0.6183616000000711,20.359687300000132,0.06934959999989587,3.0415265999999974,28.92196009999998
Vrest,OMP1,2,1.98E-02,1.31E-01,0,0,200,0.6183616000000711,20.359687300000132,0.06934959999989587,3.0415265999999974,28.92196009999998
ADP90,OLS CP,2,2.51E-03,2.41E-03,0,0,200,0.9827166000000034,36.644644799999924,0.0699658000000909,3.6524010999999064,52.96789670000021
ADP90,OLS CP,2,2.51E-03,2.41E-03,0,0,200,0.9827166000000034,36.644644799999924,0.0699658000000909,3.6524010999999064,52.96789670000021
ADP90,LARS,2,9.33E-01,1.00E+00,0,0,200,0.8111736000000747,24.021016500000087,0.06972350000000915,3.267785799999956,35.825943999999936
ADP90,LARS,2,9.33E-01,1.00E+00,0,0,200,0.8111736000000747,24.021016500000087,0.06972350000000915,3.267785799999956,35.825943999999936
ADP90,OLS SKT,2,2.51E-03,2.41E-03,0,0,200,0.8054632999999285,41.21288139999979,0.07874169999990954,3.52677790000007,56.792314300000044
ADP90,OLS SKT,2,2.51E-03,2.41E-03,0,0,200,0.8054632999999285,41.21288139999979,0.07874169999990954,3.52677790000007,56.792314300000044
ADP90,OMP1,2,5.01E+02,3.68E+02,0,0,200,0.4899936000001617,16.888962499999934,0.06343519999995806,2.9167116000000988,24.738962700000002
ADP90,OMP1,2,5.01E+02,3.68E+02,0,0,200,0.4899936000001617,16.888962499999934,0.06343519999995806,2.9167116000000988,24.738962700000002
