QOI,Method,Degree,Val. error, LOOERROR,Max Sobol Error,Mean Sobol Error,Ns,Timeselected,Timemax,Timeselected G,TimemaxG,Time T
Vrest,OLS CP,4,1.29E-05,1.39E-05,0,0,500,54.18575099999907,54.18575099999907,0.783844699999463,0.783844699999463,73.34708709999904
Vrest,LARS,4,3.69E-02,3.70E-02,0,0,500,21.54362609999953,21.54362609999953,0.6560351000007358,0.6560351000007358,31.43408350000027
Vrest,OLS SKT,2,1.29E-05,1.39E-05,0,0,500,4.693209099999876,55.152571000000535,0.06692950000069686,0.7922103000000789,73.35661360000086
Vrest,OMP1,2,4.24E-01,4.49E-01,0,0,500,3.433516700000837,21.446105400000306,0.06741229999897769,0.6722614999998768,32.12548330000027
Vrest,elastic net 1,4,2.30E+01,2.33E+01,0,0,500,23.289448999999877,23.289448999999877,0.6651554000000033,0.6651554000000033,32.860261800000444
Vrest,lasso1,4,8.41E+01,8.53E+01,0,0,500,22.066072100000383,22.066072100000383,0.6748917999993864,0.6748917999993864,31.7502328999999
ADP90,OLS CP,4,2.27E-03,2.16E-03,0,0,500,54.76566240000102,54.76566240000102,0.7676252000001114,0.7676252000001114,72.79522629999883
ADP90,LARS,3,1.57E-01,1.57E-01,0,0,500,8.524213299999246,32.61354740000024,0.1734479000006104,0.6815342000008968,46.19809770000029
ADP90,OLS SKT,2,2.27E-03,2.16E-03,0,0,500,4.646385000000009,56.164067100000466,0.06781279999995604,0.8101391000000149,74.89485819999936
ADP90,OMP1,4,2.23E+00,2.34E+00,0,0,500,21.47017810000034,21.47017810000034,0.6604126999991422,0.6604126999991422,32.18367930000022
ADP90,elastic net 1,4,1.00E+00,1.00E+00,0,0,500,24.692415299999993,24.692415299999993,0.6582689000006212,0.6582689000006212,34.403322399999524
ADP90,lasso1,4,1.01E+00,1.01E+00,0,0,500,22.587590600000112,22.587590600000112,0.6532975999998598,0.6532975999998598,32.206508599998415
ADP50,OLS CP,4,2.50E-03,2.40E-03,0,0,500,55.34766200000013,55.34766200000013,0.7653910999997606,0.7653910999997606,73.75824510000166
ADP50,LARS,3,8.36E-02,8.13E-02,0,0,500,8.075953900000968,29.958282899999176,0.1734857000010379,0.684874900000068,43.06790109999929
ADP50,OLS SKT,2,2.50E-03,2.40E-03,0,0,500,4.632956400000694,56.24333370000022,0.065993600001093,0.8109965000003285,75.33466260000023
ADP50,OMP1,4,2.36E+00,2.47E+00,0,0,500,21.251713499999823,21.251713499999823,0.6493719999998575,0.6493719999998575,31.817800400000124
ADP50,elastic net 1,4,1.00E+00,1.01E+00,0,0,500,23.4096712999999,23.4096712999999,0.6622432000003755,0.6622432000003755,33.14684309999939
ADP50,lasso1,4,1.01E+00,1.01E+00,0,0,500,22.209286899998915,22.209286899998915,0.6566516000002594,0.6566516000002594,32.4808936999998
dVmax,OLS CP,4,3.29E-04,3.22E-04,0,0,500,54.978184699999474,54.978184699999474,0.7839088000000629,0.7839088000000629,73.69332249999934
dVmax,LARS,4,4.08E-02,4.37E-02,0,0,500,25.625320199998896,25.625320199998896,0.6571394999991753,0.6571394999991753,38.55919940000058
dVmax,OLS SKT,2,3.29E-04,3.22E-04,0,0,500,4.65156240000033,57.52838689999771,0.0667663000003813,0.777426500000729,75.80409599999984
dVmax,OMP1,4,1.10E+00,1.14E+00,0,0,500,26.84207239999887,26.84207239999887,0.6462043999999878,0.6462043999999878,38.66189479999957
dVmax,elastic net 1,4,1.00E+00,1.01E+00,0,0,500,27.821449799997936,27.821449799997936,0.6749540999990131,0.6749540999990131,37.882016499999736
dVmax,lasso1,4,1.00E+00,1.01E+00,0,0,500,26.188400099999853,26.188400099999853,0.7199350999981107,0.7199350999981107,36.09537669999918
