QOI,Method,Degree,Val. error, LOOERROR,Max Sobol Error,Mean Sobol Error,Ns,Timeselected,Timemax,Timeselected G,TimemaxG,Time T
Vrest,OLS CP,2,1.73E-05,3.09E-05,0,0,50,0.5182834000002003,19.913631800000076,0.06913339999982782,3.3764971000000514,30.59364910000022
Vrest,OLS CP,2,1.73E-05,3.09E-05,0,0,50,0.5182834000002003,19.913631800000076,0.06913339999982782,3.3764971000000514,30.59364910000022
ADP50,OLS CP,2,4.96E-03,3.92E-03,0,0,50,0.4355766999997286,19.999036499999875,0.06726200000002791,3.39645900000005,30.64071560000002
ADP50,OLS CP,2,4.96E-03,3.92E-03,0,0,50,0.4355766999997286,19.999036499999875,0.06726200000002791,3.39645900000005,30.64071560000002
ADP90,OLS CP,2,6.15E-03,3.62E-03,0,0,50,0.4353482999999869,19.846608599999854,0.06599820000019463,3.428262899999936,30.486927099999775
ADP90,OLS CP,2,6.15E-03,3.62E-03,0,0,50,0.4353482999999869,19.846608599999854,0.06599820000019463,3.428262899999936,30.486927099999775
dVmax,OLS CP,2,6.45E-04,1.08E-03,0,0,50,0.43380999999999403,19.933819200000016,0.06669349999992846,3.4217140999999174,30.57393400000001
dVmax,OLS CP,2,6.45E-04,1.08E-03,0,0,50,0.43380999999999403,19.933819200000016,0.06669349999992846,3.4217140999999174,30.57393400000001
Vrest,LARS,3,1.14E-02,1.21E-02,0,0,50,0.6936791999996785,5.691248000000087,0.17522199999984878,2.8834466000002976,12.352150300000176
Vrest,LARS,3,1.14E-02,1.21E-02,0,0,50,0.6936791999996785,5.691248000000087,0.17522199999984878,2.8834466000002976,12.352150300000176
ADP50,LARS,3,1.18E+00,1.11E+00,0,0,50,1.0700953999999,8.517168899999888,0.18185119999998278,2.9454240000000027,16.807855000000018
ADP50,LARS,3,1.18E+00,1.11E+00,0,0,50,1.0700953999999,8.517168899999888,0.18185119999998278,2.9454240000000027,16.807855000000018
ADP90,LARS,3,1.12E+00,1.05E+00,0,0,50,1.0669849000000795,8.61000729999978,0.18109210000011444,2.969979399999829,16.984651499999927
ADP90,LARS,3,1.12E+00,1.05E+00,0,0,50,1.0669849000000795,8.61000729999978,0.18109210000011444,2.969979399999829,16.984651499999927
dVmax,LARS,3,3.41E-04,3.36E-04,0,0,50,0.6944530999999188,5.713236300000062,0.1677119999999377,2.8643921999996564,12.346260499999971
dVmax,LARS,3,3.41E-04,3.36E-04,0,0,50,0.6944530999999188,5.713236300000062,0.1677119999999377,2.8643921999996564,12.346260499999971
Vrest,OLS SKT,2,1.73E-05,3.09E-05,0,0,50,0.44505910000043514,19.981870599999638,0.06708320000007006,3.4745520999999826,30.75164619999987
Vrest,OLS SKT,2,1.73E-05,3.09E-05,0,0,50,0.44505910000043514,19.981870599999638,0.06708320000007006,3.4745520999999826,30.75164619999987
ADP50,OLS SKT,2,4.96E-03,3.92E-03,0,0,50,0.4452646999998251,19.96450629999981,0.06599800000003597,3.397808300000179,30.697189699999853
ADP50,OLS SKT,2,4.96E-03,3.92E-03,0,0,50,0.4452646999998251,19.96450629999981,0.06599800000003597,3.397808300000179,30.697189699999853
ADP90,OLS SKT,2,6.15E-03,3.62E-03,0,0,50,0.4478081000002021,19.923508899999888,0.06765790000008565,3.4192941000001156,30.632392299999992
ADP90,OLS SKT,2,6.15E-03,3.62E-03,0,0,50,0.4478081000002021,19.923508899999888,0.06765790000008565,3.4192941000001156,30.632392299999992
dVmax,OLS SKT,2,6.45E-04,1.08E-03,0,0,50,0.4788424000003033,20.009476299999733,0.0697611999999026,3.416793200000029,30.773982700000033
dVmax,OLS SKT,2,6.45E-04,1.08E-03,0,0,50,0.4788424000003033,20.009476299999733,0.0697611999999026,3.416793200000029,30.773982700000033
Vrest,OMP1,2,9.50E-02,7.00E-01,0,0,50,0.2897630000002209,5.195357499999773,0.06425529999978608,2.8447793999998794,11.14190359999975
Vrest,OMP1,2,9.50E-02,7.00E-01,0,0,50,0.2897630000002209,5.195357499999773,0.06425529999978608,2.8447793999998794,11.14190359999975
ADP50,OMP1,2,1.19E+03,8.93E+02,0,0,50,0.2910404999997809,5.206718999999794,0.06416330000001835,2.8715390000002117,11.166697499999827
ADP50,OMP1,2,1.19E+03,8.93E+02,0,0,50,0.2910404999997809,5.206718999999794,0.06416330000001835,2.8715390000002117,11.166697499999827
ADP90,OMP1,2,9.07E+02,6.77E+02,0,0,50,0.290045199999895,5.198865800000021,0.0655971999999565,2.844779000000017,11.183456600000227
ADP90,OMP1,2,9.07E+02,6.77E+02,0,0,50,0.290045199999895,5.198865800000021,0.0655971999999565,2.844779000000017,11.183456600000227
dVmax,OMP1,2,1.64E+02,1.63E+02,0,0,50,0.26890080000021044,5.201816300000246,0.06368490000022575,2.894741800000247,11.134954199999811
dVmax,OMP1,2,1.64E+02,1.63E+02,0,0,50,0.26890080000021044,5.201816300000246,0.06368490000022575,2.894741800000247,11.134954199999811
