QOI,Method,Degree,Val. error, LOOERROR,Max Sobol Error,Mean Sobol Error,Ns,Timeselected,Timemax,Timeselected,Timemax
ADP50,OLS CP,2,1.09E-02,2.40E-03,0,0,500,5.53184390000024,57.88944960000299,0.08212659999844618,0.7967511999995622
ADP50,LARS,2,9.44E-01,9.57E-01,0,0,500,5.152337399998942,30.537919000002148,0.07528539999839268,0.7041903999997885
ADP50,OLS SKT,2,1.09E-02,2.40E-03,0,0,500,4.95126639999944,61.1928482000003,0.0750069000023359,0.8058629000006476
ADP50,ridge1,2,9.71E-01,9.85E-01,0,0,500,5.225711400002183,62.24762220000048,0.08069030000115163,0.8782602999999654
ADP50,elastic net 1,2,7.16E+00,7.03E+00,0,0,500,3.2864408000023104,28.77666930000123,0.06681180000305176,0.7503104000024905
ADP50,lasso1,2,7.18E+00,7.04E+00,0,0,500,3.3647081999988586,29.06661719999829,0.07581000000209315,0.7315712999989046
ADP90,OLS CP,2,3.28E-02,2.16E-03,0,0,500,5.349247100002685,60.86959800000113,0.07426090000080876,1.0635597000000416
ADP90,LARS,2,9.27E-01,9.34E-01,0,0,500,5.336276400001225,38.5820046000008,0.07587299999795505,0.7194512000023678
ADP90,OLS SKT,2,3.28E-02,2.16E-03,0,0,500,5.133558100002119,77.53790190000291,0.0718092000024626,0.8475964999997814
ADP90,ridge1,2,9.54E-01,9.61E-01,0,0,500,5.6213809000000765,61.446720999996614,0.07005559999743127,0.8103694999990694
ADP90,elastic net 1,2,7.77E+00,7.62E+00,0,0,500,3.413972599999397,35.29942029999802,0.06827530000009574,0.7318932999987737
ADP90,lasso1,2,7.95E+00,7.78E+00,0,0,500,3.854220699999132,27.77749870000116,0.08501480000268202,0.7418247999994492
dVmax,OLS CP,4,6.76E-04,3.21E-04,0,0,500,69.43731939999998,69.43731939999998,0.9228682000029949,0.9228682000029949
dVmax,LARS,4,4.31E-04,1.94E-04,0,0,500,27.280375799997273,27.280375799997273,0.6950321000003896,0.6950321000003896
dVmax,OLS SKT,2,5.52E-04,3.22E-04,0,0,500,4.841943499999616,58.92310910000015,0.06990399999995134,0.7975702000003366
dVmax,ridge1,4,3.57E-04,2.14E-04,0,0,500,59.406777399999555,59.406777399999555,0.8144666000007419,0.8144666000007419
dVmax,elastic net 1,2,4.11E+00,4.03E+00,0,0,500,3.059484000001248,27.136254000000918,0.06713469999886001,0.6882584000013594
dVmax,lasso1,2,4.20E+00,4.11E+00,0,0,500,3.0169140999969386,25.50279800000135,0.07000289999996312,0.700718300002336
Vrest,OLS CP,3,5.98E-04,2.61E-06,0,0,500,13.432732000001124,60.55865370000174,0.19808050000210642,0.8070704999990994
Vrest,LARS,2,1.02E-02,1.01E-02,0,0,500,4.9225401999974565,28.07356710000022,0.07028369999898132,0.6851102000000537
Vrest,OLS SKT,3,5.98E-04,2.63E-06,0,0,500,13.107054699998116,57.72247509999943,0.19480620000103954,0.817049199999019
Vrest,ridge1,2,1.02E-02,1.07E-02,0,0,500,4.9174166999982845,58.012776399998984,0.07176650000110385,0.801067200001853
Vrest,elastic net 1,2,4.05E+00,3.92E+00,0,0,500,3.098596299998462,24.668581899997662,0.06812219999847002,0.6901720999994723
Vrest,lasso1,2,4.05E+00,3.92E+00,0,0,500,3.1190162999992026,24.157412299999123,0.07346289999986766,0.6864236999972491
