QOI,Method,Degree,Val. error, LOOERROR,Max Sobol Error,Mean Sobol Error,Ns,Timeselected,Timemax,Timeselected G,TimemaxG,Time T
Vrest,OLS CP,2,1.73E-05,3.09E-05,0,0,50,0.43720630000007077,20.141529799999716,0.06729700000005323,3.3963824000002205,30.825163399999838
Vrest,OLS CP,2,1.73E-05,3.09E-05,0,0,50,0.43720630000007077,20.141529799999716,0.06729700000005323,3.3963824000002205,30.825163399999838
ADP50,OLS CP,2,4.96E-03,3.92E-03,0,0,50,0.43889919999992344,19.98140050000029,0.06695709999985411,3.528926400000273,30.87919339999962
ADP50,OLS CP,2,4.96E-03,3.92E-03,0,0,50,0.43889919999992344,19.98140050000029,0.06695709999985411,3.528926400000273,30.87919339999962
ADP90,OLS CP,2,6.15E-03,3.62E-03,0,0,50,0.43858330000011847,20.0480634999999,0.06730900000002293,3.3965086000002884,30.782885500000248
ADP90,OLS CP,2,6.15E-03,3.62E-03,0,0,50,0.43858330000011847,20.0480634999999,0.06730900000002293,3.3965086000002884,30.782885500000248
dVmax,OLS CP,2,6.45E-04,1.08E-03,0,0,50,0.7086217000000943,19.99348060000011,0.06654200000002675,3.417712499999652,30.961862699999983
dVmax,OLS CP,2,6.45E-04,1.08E-03,0,0,50,0.7086217000000943,19.99348060000011,0.06654200000002675,3.417712499999652,30.961862699999983
Vrest,LARS,3,1.14E-02,1.21E-02,0,0,50,0.6964316999997209,5.683075199999621,0.16766069999994215,2.846213599999828,12.27423060000001
Vrest,LARS,3,1.14E-02,1.21E-02,0,0,50,0.6964316999997209,5.683075199999621,0.16766069999994215,2.846213599999828,12.27423060000001
ADP50,LARS,3,1.18E+00,1.11E+00,0,0,50,1.070066499999939,8.573016999999709,0.18140639999955965,2.9536096000001635,16.964369299999817
ADP50,LARS,3,1.18E+00,1.11E+00,0,0,50,1.070066499999939,8.573016999999709,0.18140639999955965,2.9536096000001635,16.964369299999817
ADP90,LARS,3,1.12E+00,1.05E+00,0,0,50,1.0782094999999572,8.5481520000003,0.18270700000039142,2.966076499999872,16.94501880000007
ADP90,LARS,3,1.12E+00,1.05E+00,0,0,50,1.0782094999999572,8.5481520000003,0.18270700000039142,2.966076499999872,16.94501880000007
dVmax,LARS,3,3.41E-04,3.36E-04,0,0,50,0.7000438000000031,5.729239000000234,0.1679045999999289,2.9115176999998766,12.426740399999744
dVmax,LARS,3,3.41E-04,3.36E-04,0,0,50,0.7000438000000031,5.729239000000234,0.1679045999999289,2.9115176999998766,12.426740399999744
Vrest,OLS SKT,2,1.73E-05,3.09E-05,0,0,50,0.4466928000001644,19.958242100000007,0.06710890000022118,3.3868608000002496,30.681542900000295
Vrest,OLS SKT,2,1.73E-05,3.09E-05,0,0,50,0.4466928000001644,19.958242100000007,0.06710890000022118,3.3868608000002496,30.681542900000295
ADP50,OLS SKT,2,4.96E-03,3.92E-03,0,0,50,0.4495812999998634,20.036734199999955,0.06720110000014756,3.3931077000002006,30.75205700000015
ADP50,OLS SKT,2,4.96E-03,3.92E-03,0,0,50,0.4495812999998634,20.036734199999955,0.06720110000014756,3.3931077000002006,30.75205700000015
ADP90,OLS SKT,2,6.15E-03,3.62E-03,0,0,50,0.45118589999992764,20.23753429999988,0.06695989999980156,3.466801900000064,31.082109299999956
ADP90,OLS SKT,2,6.15E-03,3.62E-03,0,0,50,0.45118589999992764,20.23753429999988,0.06695989999980156,3.466801900000064,31.082109299999956
dVmax,OLS SKT,2,6.45E-04,1.08E-03,0,0,50,0.44773829999985537,20.16551649999974,0.06798240000034639,3.4699673999998595,30.93826110000009
dVmax,OLS SKT,2,6.45E-04,1.08E-03,0,0,50,0.44773829999985537,20.16551649999974,0.06798240000034639,3.4699673999998595,30.93826110000009
Vrest,OMP1,2,9.50E-02,7.00E-01,0,0,50,0.28678439999976035,5.1949682999998,0.06410109999978886,2.8568986000000223,11.149600599999758
Vrest,OMP1,2,9.50E-02,7.00E-01,0,0,50,0.28678439999976035,5.1949682999998,0.06410109999978886,2.8568986000000223,11.149600599999758
ADP50,OMP1,2,1.19E+03,8.93E+02,0,0,50,0.2882242999999107,5.205868100000316,0.06300129999999626,2.9070519000001696,11.195388999999977
ADP50,OMP1,2,1.19E+03,8.93E+02,0,0,50,0.2882242999999107,5.205868100000316,0.06300129999999626,2.9070519000001696,11.195388999999977
ADP90,OMP1,2,9.07E+02,6.77E+02,0,0,50,0.29474400000026435,5.245902499999829,0.0664372999999614,2.8229792000001908,11.169874300000174
ADP90,OMP1,2,9.07E+02,6.77E+02,0,0,50,0.29474400000026435,5.245902499999829,0.0664372999999614,2.8229792000001908,11.169874300000174
dVmax,OMP1,2,1.64E+02,1.63E+02,0,0,50,0.306403500000215,5.6604168999997455,0.08090470000024652,2.8566866000001028,11.63097629999993
dVmax,OMP1,2,1.64E+02,1.63E+02,0,0,50,0.306403500000215,5.6604168999997455,0.08090470000024652,2.8566866000001028,11.63097629999993
